r_fighter,gender,weightclass,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_record,r_losses,r_draws,r_wins,r_winbydecisionmajority,r_winbydecisionunanimous,r_winsbydecisionmajority,r_winsbydecisionsplit,r_winsbydecisionunanimous,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_matchwcrank,r_pfprank
Iliarde Santos,MALE,Flyweight,33.0,Orthodox,165.1,167.64,125.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Raphael Assuncao,MALE,Bantamweight,31.0,Orthodox,165.1,167.64,135.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,1.0,0.0,5.0,
Rousimar Palhares,MALE,Welterweight,33.0,Orthodox,172.72,180.34,170.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,2.0,0.0,,2.0,0.0,5.0,0.0,,
Thiago Silva,MALE,Light Heavyweight,30.0,Orthodox,187.96,187.96,205.0,6.0-5.0-0.0,5.0,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,,
Yan Cabral,MALE,Welterweight,30.0,Orthodox,180.34,185.42,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Cain Velasquez,MALE,Heavyweight,31.0,Orthodox,185.42,195.58,240.0,10.0-1.0-0.0,1.0,0.0,10.0,0.0,2.0,0.0,,2.0,8.0,0.0,0.0,0.0,5.0
Daniel Cormier,MALE,Heavyweight,34.0,Orthodox,180.34,182.88,235.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,
Dustin Pague,MALE,Bantamweight,26.0,Orthodox,175.26,187.96,135.0,1.0-4.0-0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Gabriel Gonzaga,MALE,Heavyweight,34.0,Orthodox,187.96,193.04,242.0,10.0-6.0-0.0,6.0,0.0,10.0,0.0,0.0,0.0,,0.0,6.0,4.0,0.0,,
George Sotiropoulos,MALE,Lightweight,36.0,Orthodox,177.8,180.34,155.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,2.0,0.0,,2.0,1.0,4.0,0.0,,
Gilbert Melendez,MALE,Lightweight,31.0,Orthodox,175.26,185.42,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,
Jeremy Larsen,MALE,Featherweight,29.0,Orthodox,177.8,177.8,145.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
John Dodson,MALE,Flyweight,29.0,Orthodox,160.02,167.64,135.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,2.0,
Nate Marquardt,MALE,Welterweight,34.0,Orthodox,182.88,187.96,185.0,10.0-5.0-0.0,5.0,0.0,10.0,0.0,4.0,0.0,,4.0,4.0,2.0,0.0,,
TJ Waldburger,MALE,Welterweight,25.0,Orthodox,180.34,190.5,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Tim Boetsch,MALE,Middleweight,32.0,Orthodox,182.88,187.96,185.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,3.0,0.0,,3.0,3.0,0.0,0.0,9.0,
Tony Ferguson,MALE,Lightweight,29.0,Orthodox,180.34,193.04,155.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,,
Al Iaquinta,MALE,Lightweight,26.0,Orthodox,177.8,177.8,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Alessio Sakara,MALE,Middleweight,32.0,Orthodox,182.88,182.88,185.0,6.0-8.0-0.0,8.0,0.0,6.0,0.0,1.0,0.0,,1.0,4.0,0.0,0.0,,
Andy Ogle,MALE,Featherweight,24.0,Orthodox,172.72,175.26,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Bradley Scott,MALE,Middleweight,24.0,Orthodox,185.42,193.04,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jimi Manuwa,MALE,Light Heavyweight,33.0,Orthodox,185.42,200.66,205.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,
Jimy Hettes,MALE,Featherweight,26.0,Southpaw,175.26,180.34,145.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Luke Barnatt,MALE,Middleweight,25.0,Orthodox,198.12,195.58,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Lyoto Machida,MALE,Middleweight,35.0,Southpaw,185.42,187.96,185.0,11.0-4.0-0.0,4.0,0.0,11.0,0.0,5.0,0.0,,5.0,4.0,1.0,0.0,,
Norman Parke,MALE,Lightweight,26.0,Southpaw,180.34,177.8,155.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Phil Harris,MALE,Flyweight,30.0,Orthodox,162.56,162.56,125.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Rosi Sexton,FEMALE,Women's Bantamweight,36.0,Orthodox,160.02,160.02,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Amanda Nunes,FEMALE,Women's Bantamweight,25.0,Orthodox,172.72,175.26,145.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,8.0,
Bobby Green,MALE,Lightweight,27.0,Orthodox,177.8,180.34,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Chris Camozzi,MALE,Middleweight,26.0,Orthodox,187.96,193.04,185.0,6.0-3.0-0.0,3.0,0.0,6.0,0.0,2.0,0.0,,2.0,0.0,1.0,1.0,,
Colton Smith,MALE,Lightweight,26.0,Orthodox,182.88,180.34,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Dennis Bermudez,MALE,Featherweight,26.0,Orthodox,167.64,167.64,155.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Derek Brunson,MALE,Middleweight,29.0,Southpaw,185.42,195.58,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
George Roop,MALE,Bantamweight,31.0,Orthodox,185.42,182.88,135.0,4.0-5.0-0.0,5.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Jorge Masvidal,MALE,Lightweight,28.0,Orthodox,180.34,187.96,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Liz Carmouche,FEMALE,Women's Bantamweight,29.0,Orthodox,167.64,167.64,125.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,
Neil Magny,MALE,Welterweight,26.0,Orthodox,190.5,203.2,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Ronny Markes,MALE,Middleweight,25.0,Orthodox,185.42,190.5,185.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Tim Kennedy,MALE,Middleweight,34.0,Orthodox,180.34,187.96,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Adriano Martins,MALE,Lightweight,30.0,Southpaw,177.8,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Cezar Ferreira,MALE,Middleweight,28.0,Southpaw,185.42,198.12,185.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Godofredo Pepey,MALE,Featherweight,26.0,Orthodox,170.18,185.42,145.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jose Maria,MALE,Flyweight,31.0,Orthodox,165.1,165.0,125.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Paulo Thiago,MALE,Welterweight,32.0,Orthodox,180.34,185.42,170.0,5.0-5.0-0.0,5.0,0.0,5.0,0.0,3.0,0.0,,3.0,1.0,1.0,0.0,,
Rafael Feijao,MALE,Light Heavyweight,33.0,Orthodox,185.42,185.42,205.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rony Jason,MALE,Featherweight,29.0,Orthodox,170.18,177.8,145.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Santiago Ponzinibbio,MALE,Welterweight,27.0,Orthodox,182.88,185.42,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Thiago Perpetuo,MALE,Middleweight,25.0,Orthodox,177.8,180.34,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Thiago Tavares,MALE,Lightweight,29.0,Orthodox,170.18,172.72,145.0,7.0-6.0-0.0,6.0,0.0,7.0,0.0,4.0,0.0,,4.0,1.0,2.0,0.0,,
Vitor Belfort,MALE,Light Heavyweight,36.0,Southpaw,182.88,187.96,185.0,12.0-6.0-0.0,6.0,0.0,12.0,0.0,0.0,0.0,,0.0,9.0,2.0,1.0,,
Brian Ebersole,MALE,Welterweight,32.0,Southpaw,182.88,185.42,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Cody Donovan,MALE,Light Heavyweight,32.0,Orthodox,190.5,187.96,205.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Donald Cerrone,MALE,Lightweight,30.0,Orthodox,185.42,185.42,155.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,3.0,0.0,,3.0,2.0,2.0,0.0,10.0,
Ed Herman,MALE,Middleweight,33.0,Orthodox,185.42,195.58,205.0,8.0-6.0-0.0,6.0,0.0,8.0,0.0,1.0,0.0,,1.0,2.0,4.0,0.0,,
Erik Perez,MALE,Bantamweight,23.0,Orthodox,172.72,172.72,135.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,
Georges St-Pierre,MALE,Welterweight,32.0,Orthodox,180.34,193.04,185.0,18.0-2.0-0.0,2.0,0.0,18.0,0.0,10.0,0.0,,10.0,5.0,2.0,0.0,0.0,2.0
Jason High,MALE,Welterweight,32.0,Southpaw,172.72,180.34,155.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Josh Koscheck,MALE,Welterweight,35.0,Orthodox,177.8,185.42,170.0,15.0-7.0-0.0,7.0,0.0,15.0,0.0,5.0,0.0,,5.0,6.0,3.0,0.0,,
Rashad Evans,MALE,Light Heavyweight,34.0,Orthodox,182.88,190.5,205.0,13.0-4.0-0.0,4.0,0.0,13.0,1.0,3.0,1.0,,3.0,5.0,0.0,0.0,4.0,
Rory MacDonald,MALE,Welterweight,24.0,Orthodox,182.88,193.04,170.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,3.0,0.0,,3.0,2.0,1.0,0.0,3.0,
Tim Elliott,MALE,Flyweight,26.0,Southpaw,170.18,167.64,135.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Will Campuzano,MALE,Bantamweight,27.0,Orthodox,175.26,177.8,125.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Akira Corassani,MALE,Featherweight,31.0,Orthodox,172.72,172.72,145.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Chris Holdsworth,MALE,Bantamweight,26.0,Orthodox,180.34,180.34,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gray Maynard,MALE,Lightweight,34.0,Orthodox,175.26,177.8,155.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,5.0,0.0,,5.0,1.0,0.0,0.0,5.0,
Jared Rosholt,MALE,Heavyweight,27.0,Orthodox,187.96,190.5,265.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jessamyn Duke,FEMALE,Women's Bantamweight,27.0,Orthodox,180.34,185.42,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Joshua Sampo,MALE,Flyweight,29.0,Orthodox,162.56,162.56,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Julianna Pena,FEMALE,Women's Bantamweight,24.0,Orthodox,167.64,175.26,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rani Yahya,MALE,Featherweight,29.0,Orthodox,167.64,170.18,135.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,1.0,0.0,,
Roxanne Modafferi,FEMALE,Women's Bantamweight,31.0,Orthodox,170.18,175.26,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Sean Spencer,MALE,Welterweight,26.0,Southpaw,177.8,190.5,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ben Wall,MALE,Welterweight,24.0,Orthodox,177.8,185.42,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Bruno Santos,MALE,Middleweight,26.0,Orthodox,175.26,175.26,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dylan Andrews,MALE,Middleweight,34.0,Switch,185.42,185.42,185.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Julie Kedzie,FEMALE,Women's Bantamweight,32.0,Orthodox,165.1,162.56,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mauricio Rua,MALE,Light Heavyweight,32.0,Orthodox,185.42,193.04,205.0,5.0-6.0-0.0,6.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,9.0,
Nick Ring,MALE,Middleweight,34.0,Southpaw,182.88,187.96,185.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Pat Barry,MALE,Heavyweight,34.0,Orthodox,180.34,187.96,235.0,5.0-6.0-0.0,6.0,0.0,5.0,0.0,1.0,0.0,,1.0,4.0,0.0,0.0,,
Richie Vaculik,MALE,Flyweight,30.0,Orthodox,167.64,175.26,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ryan Bader,MALE,Light Heavyweight,30.0,Orthodox,187.96,187.96,205.0,8.0-4.0-0.0,4.0,0.0,8.0,0.0,4.0,0.0,,4.0,3.0,1.0,0.0,,
Takeya Mizugaki,MALE,Bantamweight,29.0,Orthodox,170.18,172.72,135.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,10.0,
Abel Trujillo,MALE,Lightweight,30.0,Orthodox,172.72,177.8,155.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Bobby Green,MALE,Lightweight,27.0,Orthodox,177.8,180.34,155.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Chad Mendes,MALE,Featherweight,28.0,Orthodox,167.64,167.64,145.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,2.0,0.0,,2.0,4.0,0.0,0.0,1.0,
Court McGee,MALE,Welterweight,29.0,Orthodox,180.34,190.5,170.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,,
Danny Castillo,MALE,Lightweight,34.0,Orthodox,175.26,180.34,155.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,4.0,0.0,,4.0,1.0,0.0,0.0,,
Darren Uyenoyama,MALE,Flyweight,34.0,Orthodox,167.64,162.56,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Demetrious Johnson,MALE,Flyweight,27.0,Orthodox,160.02,167.64,125.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,4.0,0.0,,4.0,0.0,1.0,0.0,0.0,7.0
Joe Lauzon,MALE,Lightweight,29.0,Orthodox,177.8,180.34,155.0,9.0-6.0-0.0,6.0,0.0,9.0,0.0,0.0,0.0,,0.0,2.0,7.0,0.0,,
Sam Stout,MALE,Lightweight,29.0,Orthodox,175.26,177.8,155.0,8.0-8.0-0.0,8.0,0.0,8.0,0.0,4.0,0.0,,4.0,1.0,0.0,0.0,,
Scott Jorgensen,MALE,Flyweight,31.0,Orthodox,165.1,167.64,135.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Urijah Faber,MALE,Bantamweight,34.0,Orthodox,167.64,170.18,135.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,2.0,0.0,,2.0,0.0,3.0,0.0,2.0,
Chris Leben,MALE,Middleweight,33.0,Southpaw,180.34,187.96,185.0,12.0-9.0-0.0,9.0,0.0,12.0,0.0,2.0,0.0,,2.0,7.0,2.0,0.0,,
Chris Weidman,MALE,Middleweight,29.0,Orthodox,187.96,198.12,185.0,6.0-0.0-0.0,0.0,0.0,6.0,0.0,2.0,0.0,,2.0,2.0,2.0,0.0,0.0,8.0
Dustin Poirier,MALE,Featherweight,24.0,Southpaw,175.26,182.88,155.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,3.0,0.0,,3.0,0.0,3.0,0.0,6.0,
Gleison Tibau,MALE,Lightweight,30.0,Southpaw,177.8,180.34,155.0,13.0-7.0-0.0,7.0,0.0,13.0,0.0,5.0,0.0,,5.0,1.0,4.0,0.0,,
Jim Miller,MALE,Lightweight,30.0,Southpaw,172.72,180.34,155.0,11.0-4.0-0.0,4.0,0.0,11.0,0.0,5.0,0.0,,5.0,2.0,4.0,0.0,10.0,
John Howard,MALE,Welterweight,30.0,Orthodox,170.18,180.34,170.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Josh Barnett,MALE,Heavyweight,36.0,Orthodox,190.5,198.12,250.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,4.0,1.0,0.0,6.0,
Robert Peralta,MALE,Featherweight,27.0,Orthodox,172.72,180.34,145.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Ronda Rousey,FEMALE,Women's Bantamweight,26.0,Orthodox,170.18,172.72,135.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,10.0
William Patolino,MALE,Welterweight,22.0,Orthodox,180.34,190.5,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dustin Kimura,MALE,Bantamweight,24.0,Orthodox,170.18,180.34,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Katsunori Kikuno,MALE,Lightweight,32.0,Orthodox,172.72,167.64,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kiichi Kunimoto,MALE,Welterweight,32.0,Orthodox,177.8,180.34,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kyung Ho Kang,MALE,Bantamweight,26.0,Orthodox,175.26,185.42,135.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Leandro Issa,MALE,Bantamweight,30.0,Orthodox,170.18,175.26,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mairbek Taisumov,MALE,Lightweight,25.0,Orthodox,175.26,185.42,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Max Holloway,MALE,Featherweight,22.0,Orthodox,180.34,175.26,155.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Royston Wee,MALE,Bantamweight,27.0,Orthodox,170.18,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tarec Saffiedine,MALE,Welterweight,27.0,Switch,177.8,177.8,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,
Tatsuya Kawajiri,MALE,Featherweight,35.0,Orthodox,170.18,175.26,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alptekin Ozkilic,MALE,Flyweight,27.0,Orthodox,165.1,165.1,125.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Charlie Brenneman,MALE,Lightweight,32.0,Orthodox,177.8,182.88,155.0,4.0-4.0-0.0,4.0,0.0,4.0,0.0,4.0,0.0,,4.0,0.0,0.0,0.0,,
Cole Miller,MALE,Featherweight,29.0,Orthodox,185.42,187.96,145.0,9.0-6.0-0.0,6.0,0.0,9.0,0.0,2.0,0.0,,2.0,1.0,6.0,0.0,,
Isaac Vallie-Flagg,MALE,Lightweight,35.0,Orthodox,172.72,172.72,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
John Moraga,MALE,Flyweight,29.0,Orthodox,167.64,167.64,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,4.0,
Lorenz Larkin,MALE,Middleweight,27.0,Orthodox,180.34,182.88,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,14.0,
Luke Rockhold,MALE,Middleweight,29.0,Southpaw,190.5,195.58,185.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,
Ramsey Nijem,MALE,Lightweight,25.0,Orthodox,180.34,190.5,155.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
TJ Dillashaw,MALE,Bantamweight,27.0,Orthodox,167.64,170.18,125.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,1.0,0.0,7.0,
Trevor Smith,MALE,Middleweight,33.0,Orthodox,190.5,190.5,185.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Vinc Pichel,MALE,Lightweight,31.0,Orthodox,177.8,182.88,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Yoel Romero,MALE,Middleweight,36.0,Southpaw,182.88,185.42,185.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Alex Caceres,MALE,Bantamweight,25.0,Southpaw,177.8,185.42,145.0,4.0-4.0-0.0,4.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Benson Henderson,MALE,Lightweight,30.0,Southpaw,175.26,177.8,170.0,7.0-1.0-0.0,1.0,0.0,7.0,0.0,5.0,0.0,,5.0,0.0,0.0,0.0,1.0,9.0
Daron Cruickshank,MALE,Lightweight,28.0,Switch,172.72,182.88,155.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Darren Elkins,MALE,Featherweight,29.0,Orthodox,177.8,180.34,145.0,7.0-2.0-0.0,2.0,0.0,7.0,0.0,5.0,0.0,,5.0,2.0,0.0,0.0,10.0,
Donald Cerrone,MALE,Lightweight,30.0,Orthodox,185.42,185.42,155.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,3.0,0.0,,3.0,2.0,3.0,0.0,8.0,
Eddie Wineland,MALE,Bantamweight,29.0,Orthodox,170.18,175.26,135.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,
George Sullivan,MALE,Welterweight,32.0,Orthodox,182.88,185.42,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ramiro Hernandez,MALE,Bantamweight,27.0,Orthodox,175.26,175.26,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Stipe Miocic,MALE,Heavyweight,31.0,Orthodox,193.04,203.2,240.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,8.0,
Walt Harris,MALE,Heavyweight,30.0,Southpaw,195.58,195.58,250.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Al Iaquinta,MALE,Lightweight,26.0,Orthodox,177.8,177.8,155.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Chris Cariaso,MALE,Flyweight,32.0,Southpaw,160.02,160.02,125.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,3.0,0.0,,3.0,1.0,0.0,0.0,9.0,
Clint Hester,MALE,Middleweight,27.0,Orthodox,187.96,195.58,205.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,,
Frank Mir,MALE,Heavyweight,34.0,Southpaw,190.5,200.66,264.0,14.0-8.0-0.0,8.0,0.0,14.0,0.0,2.0,0.0,,2.0,3.0,8.0,0.0,10.0,
Jamie Varner,MALE,Lightweight,29.0,Orthodox,172.72,182.88,155.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
John Lineker,MALE,Flyweight,23.0,Orthodox,160.02,170.18,135.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,3.0,0.0,0.0,5.0,
