r_fighter,b_fighter,date,month,year,gender,location,city,state,country,finish,finishdetails,finishround,totalfighttimesecs,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,b_odds,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,r_matchwcrank,r_pfprank,b_matchwcrank,b_pfprank
John Gunderson,Mark Holst,2010-06-19,6,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,7.62,7.0,14.74,-200.0,31.0,Orthodox,175.26,175.26,155.0,170.0,24.0,Orthodox,182.88,190.0,155.0,,,,
Josh Bryant,Kyle Noke,2010-06-19,6,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punches,2.0,492.0,False,Middleweight,3.0,0.0,7.62,0.0,7.62,155.0,30.0,Orthodox,177.8,185.42,185.0,-175.0,30.0,Southpaw,185.42,193.04,170.0,,,,
Keith Jardine,Matt Hamill,2010-06-19,6,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,M-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,-2.54,1.0,0.0,140.0,34.0,Orthodox,187.96,193.04,185.0,-150.0,33.0,Orthodox,185.42,193.04,205.0,,,,
Spencer Fisher,Dennis Siver,2010-06-19,6,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-2.54,3.0,0.0,-190.0,34.0,Southpaw,170.18,177.8,155.0,165.0,31.0,Orthodox,167.64,177.8,145.0,,,,
Brendan Schaub,Chris Tuchscherer,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punch,1.0,67.0,False,Heavyweight,3.0,0.0,-5.08,-7.0,-5.08,-305.0,27.0,Orthodox,193.04,198.12,245.0,275.0,34.0,Orthodox,187.96,193.04,258.0,,,,
Brock Lesnar,Shane Carwin,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Arm Triangle,2.0,439.0,True,Heavyweight,5.0,0.0,-2.54,-3.0,-2.54,-145.0,32.0,Orthodox,190.5,205.74,265.0,135.0,35.0,Orthodox,187.96,203.2,265.0,,,,
Chris Leben,Yoshihiro Akiyama,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Triangle Choke,3.0,880.0,False,Middleweight,3.0,0.0,-2.54,-5.0,-2.54,177.0,29.0,Southpaw,180.34,187.96,185.0,-192.0,34.0,Orthodox,177.8,185.42,170.0,,,,
Chris Lytle,Matt Brown,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Armbar,2.0,422.0,False,Welterweight,3.0,0.0,2.54,6.0,17.78,-180.0,35.0,Orthodox,180.34,172.72,170.0,168.0,29.0,Orthodox,182.88,190.5,170.0,,,,
Forrest Petz,Daniel Roberts,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,2.54,5.0,7.62,170.0,34.0,Orthodox,175.26,180.34,170.0,-200.0,29.0,Southpaw,177.8,187.96,170.0,,,,
George Sotiropoulos,Kurt Pellegrino,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-5.08,1.0,-2.54,-158.0,32.0,Orthodox,177.8,180.34,155.0,148.0,31.0,Orthodox,172.72,177.8,155.0,,,,
Gerald Harris,David Branch,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Slam,3.0,755.0,False,Middleweight,3.0,0.0,5.08,2.0,2.54,-250.0,30.0,Southpaw,180.34,195.58,185.0,210.0,28.0,Orthodox,185.42,198.12,185.0,,,,
Jon Madsen,Karlos Vemola,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Heavyweight,3.0,0.0,0.0,6.0,7.62,125.0,30.0,Orthodox,182.88,182.88,240.0,-145.0,24.0,Orthodox,182.88,190.5,185.0,,,,
Kendall Grove,Goran Reljic,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,-7.62,1.0,5.08,130.0,27.0,Orthodox,198.12,200.66,185.0,-140.0,26.0,Southpaw,190.5,205.74,205.0,,,,
Krzysztof Soszynski,Stephan Bonnar,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punches,2.0,488.0,False,Light Heavyweight,3.0,0.0,7.62,-1.0,2.54,-190.0,32.0,Open Stance,185.42,195.58,205.0,175.0,33.0,Orthodox,193.04,198.12,205.0,,,,
Seth Petruzelli,Ricardo Romero,2010-07-03,7,2010,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Armbar,2.0,485.0,False,Light Heavyweight,3.0,0.0,0.0,-2.0,0.0,150.0,30.0,Orthodox,182.88,193.04,205.0,-170.0,32.0,Orthodox,182.88,193.04,205.0,,,,
Brian Stann,Mike Massenzio,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,SUB,Triangle Choke,3.0,790.0,False,Middleweight,3.0,0.0,2.54,2.0,-2.54,180.0,29.0,Orthodox,185.42,187.96,205.0,-220.0,27.0,Southpaw,187.96,185.42,185.0,,,,
DaMarques Johnson,Matthew Riddle,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,KO/TKO,Punches,2.0,569.0,False,Welterweight,3.0,0.0,0.0,4.0,-2.54,180.0,28.0,Orthodox,185.42,190.5,170.0,-220.0,24.0,Southpaw,185.42,187.96,170.0,,,,
Darren Elkins,Charles Oliveira,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,SUB,Armbar,1.0,41.0,False,Lightweight,3.0,0.0,0.0,6.0,7.62,200.0,26.0,Orthodox,177.8,180.34,145.0,-240.0,20.0,Orthodox,177.8,187.96,155.0,,,,
James Irvin,Igor Pokrajac,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,SUB,Rear Naked Choke,1.0,149.0,False,Light Heavyweight,3.0,0.0,-5.08,0.0,2.54,-160.0,31.0,Orthodox,187.96,190.5,205.0,140.0,31.0,Orthodox,182.88,193.04,205.0,,,,
John Howard,Jake Ellenberger,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,KO/TKO,,3.0,741.0,False,Welterweight,3.0,0.0,5.08,2.0,0.0,181.0,27.0,Orthodox,170.18,180.34,170.0,-196.0,25.0,Orthodox,175.26,180.34,170.0,,,,
Jon Jones,Vladimir Matyushenko,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,KO/TKO,Elbows,1.0,112.0,False,Light Heavyweight,3.0,0.0,-10.16,-16.0,-25.4,-752.0,23.0,Orthodox,193.04,213.36,205.0,602.0,39.0,Orthodox,182.88,187.96,205.0,,,,
Mark Munoz,Yushin Okami,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,S-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,5.08,3.0,7.62,185.0,32.0,Orthodox,182.88,182.88,185.0,-200.0,29.0,Southpaw,187.96,190.5,170.0,,,,
Paul Kelly,Jacob Volkmann,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,0.0,-4.0,2.54,-105.0,25.0,Orthodox,175.26,177.8,155.0,-115.0,29.0,Southpaw,175.26,180.34,155.0,,,,
Rob Kimmons,Steve Steinbeiss,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,12.7,0.0,5.08,-195.0,29.0,Orthodox,177.8,185.42,185.0,168.0,29.0,Orthodox,190.5,190.5,185.0,,,,
Tyson Griffin,Takanori Gomi,2010-08-01,8,2010,MALE,"San Diego, California, USA",San Diego,California,USA,KO/TKO,Punch,1.0,64.0,False,Lightweight,3.0,0.0,2.54,-5.0,5.08,-320.0,26.0,Orthodox,167.64,172.72,145.0,290.0,31.0,Southpaw,170.18,177.8,155.0,,,,
Anderson Silva,Chael Sonnen,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,SUB,Triangle Choke,5.0,1390.0,True,Middleweight,5.0,0.0,-2.54,2.0,-7.62,-460.0,35.0,Southpaw,187.96,195.58,185.0,410.0,33.0,Southpaw,185.42,187.96,205.0,,,,
Ben Saunders,Dennis Hallman,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-12.7,-7.0,-12.7,-300.0,27.0,Orthodox,187.96,195.58,170.0,250.0,34.0,Orthodox,175.26,182.88,155.0,,,,
Clay Guida,Rafael Dos Anjos,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,SUB,Injury,3.0,711.0,False,Lightweight,3.0,0.0,2.54,3.0,0.0,116.0,28.0,Orthodox,170.18,177.8,155.0,-126.0,25.0,Southpaw,172.72,177.8,170.0,,,,
Dustin Hazelett,Rick Story,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,KO/TKO,Punches,2.0,375.0,False,Welterweight,3.0,0.0,-10.16,-1.0,-12.7,-150.0,24.0,Orthodox,185.42,193.04,170.0,130.0,25.0,Southpaw,175.26,180.34,170.0,,,,
Johny Hendricks,Charlie Brenneman,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,KO/TKO,Punches,2.0,340.0,False,Welterweight,3.0,0.0,2.54,-3.0,7.62,-370.0,26.0,Southpaw,175.26,175.26,185.0,310.0,29.0,Orthodox,177.8,182.88,155.0,,,,
Jon Fitch,Thiago Alves,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-7.62,6.0,-15.24,116.0,32.0,Orthodox,182.88,193.04,170.0,-126.0,26.0,Orthodox,175.26,177.8,170.0,,,,
Matt Hughes,Ricardo Almeida,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,SUB,Arm Triangle,1.0,195.0,False,Welterweight,3.0,0.0,7.62,3.0,2.54,178.0,36.0,Switch,175.26,185.42,170.0,-193.0,33.0,Orthodox,182.88,187.96,170.0,,,,
Rodney Wallace,Phil Davis,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,12.7,3.0,17.78,600.0,28.0,Switch,175.26,182.88,205.0,-900.0,25.0,Orthodox,187.96,200.66,205.0,,,,
Roy Nelson,Junior Dos Santos,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,U-DEC,,3.0,900.0,False,Heavyweight,3.0,0.0,10.16,8.0,12.7,315.0,34.0,Orthodox,182.88,182.88,263.0,-345.0,26.0,Orthodox,193.04,195.58,238.0,,,,
Stefan Struve,Christian Morecraft,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,KO/TKO,Punch,2.0,322.0,False,Heavyweight,3.0,0.0,-12.7,-1.0,-7.62,-200.0,22.0,Orthodox,210.82,213.36,265.0,170.0,23.0,Orthodox,198.12,205.74,260.0,,,,
Todd Brown,Tim Boetsch,2010-08-07,8,2010,MALE,"Oakland, California, USA",Oakland,California,USA,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,2.54,4.0,-0.04,290.0,33.0,Orthodox,180.34,188.0,205.0,-350.0,29.0,Orthodox,182.88,187.96,185.0,,,,
Andre Winner,Nik Lentz,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-7.62,2.0,-12.7,-115.0,28.0,Orthodox,180.34,185.42,155.0,105.0,26.0,Orthodox,172.72,172.72,155.0,,,,
Dan Miller,John Salter,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,SUB,Guillotine Choke,2.0,413.0,False,Middleweight,3.0,0.0,0.0,4.0,0.0,-230.0,29.0,Orthodox,185.42,187.96,185.0,190.0,25.0,Southpaw,185.42,187.96,185.0,,,,
Demian Maia,Mario Miranda,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,5.08,1.0,5.08,-210.0,32.0,Southpaw,185.42,182.88,170.0,190.0,31.0,Orthodox,190.5,187.96,185.0,,,,
Frankie Edgar,BJ Penn,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,U-DEC,,5.0,1500.0,True,Lightweight,5.0,0.0,7.62,-3.0,5.08,248.0,28.0,Orthodox,167.64,172.72,145.0,-270.0,31.0,Orthodox,175.26,177.8,155.0,,,,
Joe Lauzon,Gabe Ruediger,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,SUB,Armbar,1.0,121.0,False,Lightweight,3.0,0.0,0.0,-6.0,-2.34,-320.0,26.0,Orthodox,177.8,180.34,155.0,290.0,32.0,Orthodox,177.8,178.0,155.0,,,,
Kenny Florian,Gray Maynard,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-2.54,3.0,-10.16,-140.0,34.0,Southpaw,177.8,187.96,145.0,130.0,31.0,Orthodox,175.26,177.8,155.0,,,,
Mike Pierce,Amilcar Alves,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,SUB,Armbar,3.0,791.0,False,Welterweight,3.0,0.0,10.16,7.0,7.62,-325.0,29.0,Orthodox,172.72,177.8,170.0,265.0,22.0,Southpaw,182.88,185.42,170.0,,,,
Nate Diaz,Marcus Davis,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,SUB,Guillotine Choke,3.0,842.0,False,Welterweight,3.0,0.0,-5.08,-12.0,-15.24,-190.0,25.0,Southpaw,182.88,193.04,170.0,175.0,37.0,Southpaw,177.8,177.8,170.0,,,,
Nick Osipczak,Greg Soto,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-7.62,1.0,-7.62,-200.0,25.0,Orthodox,187.96,193.04,170.0,170.0,24.0,Orthodox,180.34,185.42,170.0,,,,
Randy Couture,James Toney,2010-08-28,8,2010,MALE,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,SUB,Arm Triangle,1.0,199.0,False,Heavyweight,3.0,0.0,-10.16,5.0,-7.5,-600.0,47.0,Orthodox,185.42,190.5,205.0,500.0,42.0,Orthodox,175.26,183.0,220.0,,,,
Brian Foster,Forrest Petz,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,KO/TKO,Punches,1.0,67.0,False,Welterweight,3.0,0.0,0.0,-8.0,0.0,-240.0,26.0,Orthodox,175.26,180.34,170.0,200.0,34.0,Orthodox,175.26,180.34,170.0,,,,
Cole Miller,Ross Pearson,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,SUB,Rear Naked Choke,2.0,409.0,False,Lightweight,3.0,0.0,-12.7,1.0,-12.7,190.0,26.0,Orthodox,185.42,187.96,145.0,-210.0,25.0,Orthodox,172.72,175.26,155.0,,,,
Efrain Escudero,Charles Oliveira,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,SUB,Rear Naked Choke,3.0,745.0,False,Lightweight,3.0,0.0,2.54,4.0,10.16,-155.0,24.0,Orthodox,175.26,177.8,155.0,145.0,20.0,Orthodox,177.8,187.96,155.0,,,,
Jared Hamman,Kyle Kingsbury,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,2.54,0.0,2.54,-185.0,28.0,Orthodox,190.5,190.5,185.0,160.0,28.0,Orthodox,193.04,193.04,205.0,,,,
Jim Miller,Gleison Tibau,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,5.08,1.0,0.0,-125.0,27.0,Southpaw,172.72,180.34,155.0,115.0,26.0,Southpaw,177.8,180.34,155.0,,,,
Nate Marquardt,Rousimar Palhares,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,KO/TKO,Punches,1.0,208.0,False,Middleweight,3.0,0.0,-10.16,1.0,-7.62,-235.0,31.0,Orthodox,182.88,187.96,185.0,215.0,30.0,Orthodox,172.72,180.34,170.0,,,,
Rich Attonito,Rafael Natal,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,5.08,6.0,10.16,168.0,33.0,Orthodox,177.8,182.88,170.0,-195.0,27.0,Orthodox,182.88,193.04,185.0,,,,
TJ Waldburger,David Mitchell,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,2.54,-8.0,2.54,140.0,22.0,Orthodox,180.34,190.5,170.0,-160.0,30.0,Orthodox,182.88,193.04,170.0,,,,
Tomasz Drwal,David Branch,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,0.0,0.0,5.08,-155.0,28.0,Orthodox,185.42,193.04,205.0,135.0,28.0,Orthodox,185.42,198.12,185.0,,,,
Yves Edwards,John Gunderson,2010-09-15,9,2010,MALE,"Austin, Texas, USA",Austin,Texas,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,0.0,2.0,-10.16,105.0,33.0,Southpaw,175.26,185.42,155.0,-125.0,31.0,Orthodox,175.26,175.26,155.0,,,,
CB Dollaway,Joe Doerksen,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,SUB,Guillotine Choke,1.0,133.0,False,Middleweight,3.0,0.0,-5.08,-5.0,-2.54,-255.0,27.0,Orthodox,187.96,193.04,185.0,235.0,32.0,Orthodox,182.88,190.5,185.0,,,,
Frank Mir,Mirko Cro Cop,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,,,,,False,Heavyweight,3.0,0.0,-2.54,-5.0,-15.24,-210.0,31.0,Southpaw,190.5,200.66,264.0,190.0,36.0,Southpaw,187.96,185.42,230.0,,,,
Mark Hunt,Sean McCorkle,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,SUB,Armbar,1.0,63.0,False,Heavyweight,3.0,0.0,22.86,2.0,22.86,-190.0,36.0,Orthodox,177.8,182.88,265.0,165.0,34.0,Orthodox,200.66,205.74,265.0,,,,
Matt Mitrione,Joey Beltran,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,U-DEC,,3.0,900.0,False,Heavyweight,3.0,0.0,-5.08,4.0,-10.16,-174.0,32.0,Switch,190.5,200.66,265.0,164.0,28.0,Orthodox,185.42,190.5,185.0,,,,
Matt Serra,Chris Lytle,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,12.7,0.0,0.0,125.0,36.0,Orthodox,167.64,172.72,170.0,-135.0,36.0,Orthodox,180.34,172.72,170.0,,,,
Melvin Guillard,Jeremy Stephens,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-2.54,3.0,7.62,-105.0,27.0,Orthodox,175.26,172.72,155.0,-105.0,24.0,Orthodox,172.72,180.34,145.0,,,,
Rogerio Nogueira,Ryan Bader,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,0.0,7.0,-2.54,160.0,34.0,Southpaw,187.96,190.5,205.0,-170.0,27.0,Orthodox,187.96,187.96,205.0,,,,
Sean Sherk,Evan Dunham,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,10.16,9.0,7.62,167.0,37.0,Orthodox,167.64,170.18,155.0,-178.0,28.0,Southpaw,177.8,177.8,155.0,,,,
Steve Lopez,Waylon Lowe,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-10.16,-3.0,-15.34,140.0,26.0,Orthodox,180.34,180.34,155.0,-160.0,29.0,Southpaw,170.18,165.0,145.0,,,,
TJ Grant,Julio Paulino,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,5.08,-8.0,2.54,-220.0,26.0,Orthodox,177.8,182.88,155.0,180.0,34.0,Orthodox,182.88,185.42,170.0,,,,
Thiago Tavares,Pat Audinwood,2010-09-25,9,2010,MALE,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,SUB,Guillotine Choke,1.0,227.0,False,Lightweight,3.0,0.0,12.7,1.0,15.28,-280.0,25.0,Orthodox,170.18,172.72,145.0,240.0,24.0,Orthodox,182.88,188.0,155.0,,,,
Cyrille Diabate,Alexander Gustafsson,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,SUB,Rear Naked Choke,2.0,461.0,False,Light Heavyweight,3.0,0.0,-2.54,14.0,-5.08,135.0,37.0,Southpaw,198.12,205.74,205.0,-155.0,23.0,Orthodox,195.58,200.66,205.0,,,,
Dan Hardy,Carlos Condit,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,KO/TKO,Punch,1.0,267.0,False,Welterweight,3.0,0.0,5.08,2.0,2.54,-170.0,28.0,Orthodox,182.88,187.96,170.0,160.0,26.0,Orthodox,187.96,190.5,170.0,,,,
James McSweeney,Fabio Maldonado,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,KO/TKO,Punches,3.0,648.0,False,Light Heavyweight,3.0,0.0,-7.62,-1.0,-5.08,200.0,29.0,Switch,193.04,195.58,230.0,-240.0,30.0,Orthodox,185.42,190.5,205.0,,,,
James Wilks,Claude Patrick,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-5.08,2.0,0.0,145.0,32.0,Orthodox,185.42,190.5,170.0,-165.0,30.0,Orthodox,180.34,190.5,170.0,,,,
John Hathaway,Mike Pyle,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-2.54,-12.0,-2.54,-475.0,23.0,Orthodox,185.42,190.5,170.0,420.0,35.0,Orthodox,182.88,187.96,170.0,,,,
Michael Bisping,Yoshihiro Akiyama,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,-7.62,-4.0,-5.08,-210.0,31.0,Orthodox,185.42,190.5,185.0,190.0,35.0,Orthodox,177.8,185.42,170.0,,,,
Paul Sass,Mark Holst,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,SUB,Triangle Choke,1.0,285.0,False,Lightweight,3.0,0.0,0.0,-3.0,4.58,-185.0,22.0,Orthodox,182.88,185.42,155.0,160.0,25.0,Orthodox,182.88,190.0,155.0,,,,
Rob Broughton,Vinicius Queiroz,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,SUB,Rear Naked Choke,3.0,703.0,False,Heavyweight,3.0,0.0,12.7,0.0,14.04,145.0,27.0,Orthodox,187.96,187.96,265.0,-165.0,27.0,Orthodox,200.66,202.0,220.0,,,,
Spencer Fisher,Curt Warburton,2010-10-16,10,2010,MALE,"London, England, United Kingdom",London,England,United Kingdom,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,12.7,5.0,7.62,-210.0,34.0,Southpaw,170.18,177.8,155.0,175.0,29.0,Orthodox,182.88,185.42,155.0,,,,
Brendan Schaub,Gabriel Gonzaga,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,U-DEC,,3.0,900.0,False,Heavyweight,3.0,0.0,-5.08,-4.0,-5.08,125.0,27.0,Orthodox,193.04,198.12,245.0,-145.0,31.0,Orthodox,187.96,193.04,242.0,,,,
Brock Lesnar,Cain Velasquez,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,KO/TKO,Punches,1.0,252.0,True,Heavyweight,5.0,0.0,-5.08,5.0,-10.16,-165.0,33.0,Orthodox,190.5,205.74,265.0,155.0,28.0,Orthodox,185.42,195.58,240.0,,,,
Chris Camozzi,Dongi Yang,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,S-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,-10.16,-2.0,-12.7,-110.0,23.0,Orthodox,187.96,193.04,185.0,-110.0,25.0,Southpaw,177.8,180.34,185.0,,,,
Court McGee,Ryan Jensen,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,SUB,Arm Triangle,3.0,681.0,False,Middleweight,3.0,0.0,5.08,-8.0,2.54,-250.0,25.0,Orthodox,180.34,190.5,170.0,210.0,33.0,Orthodox,185.42,193.04,185.0,,,,
Diego Sanchez,Paulo Thiago,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,2.54,-1.0,2.54,130.0,28.0,Southpaw,177.8,182.88,170.0,-140.0,29.0,Orthodox,180.34,185.42,170.0,,,,
Jake Shields,Martin Kampmann,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,S-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,0.0,3.0,0.0,-170.0,31.0,Orthodox,182.88,182.88,170.0,160.0,28.0,Orthodox,182.88,182.88,170.0,,,,
Jon Madsen,Gilbert Yvel,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,KO/TKO,Punches,1.0,108.0,False,Heavyweight,3.0,0.0,5.08,-4.0,12.7,-225.0,30.0,Orthodox,182.88,182.88,240.0,185.0,34.0,Orthodox,187.96,195.58,225.0,,,,
Mike Guymon,Daniel Roberts,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,SUB,Anaconda Choke,1.0,73.0,False,Welterweight,3.0,0.0,-5.08,6.0,0.0,125.0,36.0,Orthodox,182.88,187.96,170.0,-145.0,30.0,Southpaw,177.8,187.96,170.0,,,,
Patrick Cote,Tom Lawlor,2010-10-23,10,2010,MALE,"Anaheim, California, USA",Anaheim,California,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,2.54,3.0,7.62,-175.0,30.0,Orthodox,180.34,180.34,170.0,155.0,27.0,Southpaw,182.88,187.96,205.0,,,,
